title,author,date,link,pdf_link,query,search_engine,nr_found,cite_count,doi
Increasing mobile transaction concurrency in dynamically configurable environments,"A. Brayner, J.A. Filho",6-10 June 2005,https://ieeexplore.ieee.org/document/1437237/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1437237,,,1,4,10.1109/ICDCSW.2005.76
Location Dependent Transaction for Mobile Environment,"A. Alqerem, W. Hussak",24-28 April 2006,https://ieeexplore.ieee.org/document/1684879/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1684879,,,1,14,10.1109/ICTTA.2006.1684879
Mobility Management Scheme for Context-Aware Transactions in Pervasive and Mobile Cyberspace,"Muhammad Younas, Irfan Awan",March 2013,https://ieeexplore.ieee.org/document/6195011/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6195011,,,1,9,10.1109/TIE.2012.2198032
Moflex transaction model for mobile heterogeneous multidatabase systems,"Kyong-I Ku, Yoo-Sung Kim",28-29 Feb. 2000,https://ieeexplore.ieee.org/document/836498/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=836498,,,1,6,10.1109/RIDE.2000.836498
Multi-step transactions specification and verification in a mobile database community,"Rafat Alshorman, Walter Hussak",7-11 April 2008,https://ieeexplore.ieee.org/document/4530295/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4530295,,,1,0,10.1109/ICTTA.2008.4530295
On transaction processing with partial validation and timestamp ordering in mobile broadcast environments,"V.C.S. Lee, Kwok-Wa Lam, S.H. Son, E.Y.M. Chan",Oct. 2002,https://ieeexplore.ieee.org/document/1039845/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1039845,,,1,19,10.1109/TC.2002.1039845
Real-time transaction management in mobile computing systems,"E. Kayan, O. Ulusoy",21-21 April 1999,https://ieeexplore.ieee.org/document/765744/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=765744,,,1,9,10.1109/DASFAA.1999.765744
Real-time transaction processing with partial validation at mobile clients,"V.C.S. Lee, Kwok-Wa Lam, S.H. Son",12-14 Dec. 2000,https://ieeexplore.ieee.org/document/896429/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=896429,,,1,7,10.1109/RTCSA.2000.896429
SODA: An Algorithm to Guarantee Correctness of Concurrent Transaction Execution in Mobile P2P Databases,"Zhaowen Xing, Le Gruenwald, K. K. Phang",1-5 Sept. 2008,https://ieeexplore.ieee.org/document/4624738/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4624738,,,1,2,10.1109/DEXA.2008.96
Scheduling Real-Time Nested Transactions in Mobile Broadcast Environments,"Xiangdong Lei, Wuke Li, Xiaoli Yuan",18-21 Nov. 2008,https://ieeexplore.ieee.org/document/4709120/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4709120,,,1,1,10.1109/ICYCS.2008.308
Systemic support for transaction-based spatial-temporal programming of mobile robot swarms,"Daniel Graff, Daniel Röhrig, Reinhardt Karnapke",26-29 Oct. 2015,https://ieeexplore.ieee.org/document/7365921/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7365921,,,1,1,10.1109/LCNW.2015.7365921
Transaction Service Discovery in Mobile Environments,"A.K. Eidsvik, R. Karlsen, P. Grace, G. Blair",18-20 April 2006,https://ieeexplore.ieee.org/document/1620381/,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=1620381,,,1,0,10.1109/AINA.2006.335
