A Survey of Mobile Transactions,"Patricia Serrano-Alvarado,    Claudia Roncancio…",2004,https://link.springer.com/article/10.1023/B%3ADAPD.0000028552.69032.f9,https://link.springer.com/content/pdf/10.1023%2FB%3ADAPD.0000028552.69032.f9.pdf,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,26,129,https://doi.org/10.1023/B:DAPD.0000028552.69032.f9,y
Biometrics on Mobile Devices,"Ramon Blanco-Gonzalo,    Raul Sanchez-Reillo",No year available,https://link.springer.com/referenceworkentry/10.1007/978-3-642-27733-7_9228-2,No PDF available,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,29,No cite count available,https://doi.org/10.1007/978-3-642-27733-7,n,abstract viewed
A Taxonomy of Data Managements Via Broadcasting in Mobile Computing,"Ilyoung Chung,    Bharat Bhargava,    Sanjay K. Madria",2002,https://link.springer.com/chapter/10.1007/0-306-47602-9_7,No PDF available,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,11,No cite count available,https://doi.org/10.1007/0-306-47602-9_7,y
Information Agents for Mobile and Embedded Devices,"Tim Finin,    Anupam Joshi,    Lalana Kagal,    Olga Ratsimore…",2001,https://link.springer.com/chapter/10.1007/3-540-44799-7_30,No PDF available,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,11,6,https://doi.org/10.1007/3-540-44799-7_30,y,abstract viewed
Testing Mobile Wireless Applications,Ichiro Satoh,2003,https://link.springer.com/chapter/10.1007/978-3-540-39867-7_7,https://link.springer.com/content/pdf/10.1007%2F978-3-540-39867-7_7.pdf,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,11,No cite count available,https://doi.org/10.1007/978-3-540-39867-7_7,n
Secured Paradigm for Mobile Databases,D. Roselin Selvarani,2010,https://link.springer.com/chapter/10.1007/978-3-642-14478-3_17,No PDF available,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,11,No cite count available,https://doi.org/10.1007/978-3-642-14478-3_17,n
Data Management,"C. Bolchini,    F. A. Schreiber,    L. Tanca",2006,https://link.springer.com/chapter/10.1007/3-540-31008-8_6,No PDF available,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,73,2,https://doi.org/10.1007/3-540-31008-8_6,n
Introduction,No author available,2005,https://link.springer.com/chapter/10.1007/3-7908-1633-7_1,No PDF available,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,1413,No cite count available,https://doi.org/10.1007/3-7908-1633-7_1,n
Supporting Mobility through Computer Networks,"Anselm Lingnau,    Michael Matthes,    Oswald Drobnik",2002,https://link.springer.com/chapter/10.1007/978-3-642-57476-4_3,No PDF available,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,10,No cite count available,https://doi.org/10.1007/978-3-642-57476-4_3,y
"CARS 2015—Computer Assisted Radiology and Surgery Proceedings of the 29th International Congress and Exhibition Barcelona, Spain, June 24–27, 2015",No author available,2015,https://link.springer.com/article/10.1007/s11548-015-1213-2,https://link.springer.com/content/pdf/10.1007%2Fs11548-015-1213-2.pdf,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,69,3,https://doi.org/10.1007/s11548-015-1213-2,n
"Transaction Processing in a Mobile, Multi-Database Environment","J.B. Lim,    A.R. Hurson",2001,https://link.springer.com/article/10.1023/A%3A1011646626868,https://link.springer.com/content/pdf/10.1023%2FA%3A1011646626868.pdf,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,34,241,https://doi.org/10.1023/A:1011646626868,y
Security Issues in a Mobile Computing Paradigm,"I. Mavridis,    G. Pangalos",1997,https://link.springer.com/chapter/10.1007/978-0-387-35256-5_5,No PDF available,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,21,No cite count available,https://doi.org/10.1007/978-0-387-35256-5_5,y
Energy Aware Speech Recognition for Mobile Devices,Brian Delaney,2008,https://link.springer.com/chapter/10.1007/978-1-84800-143-5_17,No PDF available,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,20,4,https://doi.org/10.1007/978-1-84800-143-5_17,n
The Mobile World,Julian Ashbourn,2011,https://link.springer.com/chapter/10.1007/978-0-85729-467-8_9,No PDF available,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,19,No cite count available,https://doi.org/10.1007/978-0-85729-467-8_9,n,abstract viewed
A Transaction Model to Improve Data Availability in Mobile Computing,"Sanjay Kumar Madria,    Bharat Bhargava",2001,https://link.springer.com/article/10.1023/A%3A1019232412740,https://link.springer.com/content/pdf/10.1023%2FA%3A1019232412740.pdf,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,44,97,https://doi.org/10.1023/A:1019232412740,y
Buchstaben,"Roland Kraus,    Peter Baumgartner",2011,https://link.springer.com/chapter/10.1007/978-3-642-22282-5_1,No PDF available,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,16,No cite count available,https://doi.org/10.1007/978-3-642-22282-5_1,n
Electronic Commerce Transactions in a Mobile Computing Environment,"Jari Veijalainen,    Aphrodite Tsalgatidou",2002,https://link.springer.com/chapter/10.1007/978-4-431-66979-1_13,No PDF available,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,13,No cite count available,https://doi.org/10.1007/978-4-431-66979-1_13,n,abstract viewed
"Data Broadcasting, Caching and Replication in Mobile Computing","Panos K. Chrysanthis,    Evaggelia Pitoura",No year available,https://link.springer.com/referenceworkentry/10.1007/978-1-4899-7993-3_95-2,No PDF available,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,194,No cite count available,https://doi.org/10.1007/978-1-4899-7993-3,y
Mobile Device Security,"Jesús Téllez,    Sherali Zeadally",2017,https://link.springer.com/chapter/10.1007/978-3-319-23033-7_2,https://link.springer.com/content/pdf/10.1007%2F978-3-319-23033-7_2.pdf,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,16,No cite count available,https://doi.org/10.1007/978-3-319-23033-7_2,n
The Diana Approach to Mobile Computing,"Arthur M. Keller,    Tahir Ahmad,    Mike Clary,    Owen Densmore,    Steve Gadol…",1996,https://link.springer.com/chapter/10.1007/978-0-585-29603-6_24,No PDF available,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,13,No cite count available,https://doi.org/10.1007/978-0-585-29603-6_24,y,abstract viewed
Database System Architecture – A Walk Through Time: From Centralized Platform to Mobile Computing – Keynote Address,"Ali R. Hurson,    Yu Jiao",2005,https://link.springer.com/chapter/10.1007/11533962_1,https://link.springer.com/content/pdf/10.1007%2F11533962_1.pdf,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,10,1,https://doi.org/10.1007/11533962_1,y
Mobile Computing Middleware,"Cecilia Mascolo,    Licia Capra,    Wolfgang Emmerich",2002,https://link.springer.com/chapter/10.1007/3-540-36162-6_2,No PDF available,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,28,299,https://doi.org/10.1007/3-540-36162-6_2,y
Seminars,ᅟ ᅟ,2013,https://link.springer.com/article/10.1007/s12160-013-9469-7,https://link.springer.com/content/pdf/10.1007%2Fs12160-013-9469-7.pdf,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,31,No cite count available,https://doi.org/10.1007/s12160-013-9469-7,n
Design and Implementation of a PKI-Based End-to-End Secure Infrastructure for Mobile E-Commerce,"Samuel T. Chanson,    Tin-Wo Cheung",2001,https://link.springer.com/article/10.1023/A%3A1015160717604,https://link.springer.com/content/pdf/10.1023%2FA%3A1015160717604.pdf,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,14,6,https://doi.org/10.1023/A:1015160717604,n
AeDEn: An adaptive framework for dynamic distribution over mobile environments,"Frédéric Le Mouël,    Françoise André,    Maria-Teresa Segarra",2002,https://link.springer.com/article/10.1007/BF02999456,https://link.springer.com/content/pdf/10.1007%2FBF02999456.pdf,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,15,No cite count available,https://doi.org/10.1007/BF02999456,y
Ensuring Mobile Databases Interoperability in Ad Hoc Configurable Environments: A Plug-and-Play Approach,"Angelo Brayner,    José de Aguiar Moraes Filho…",2009,https://link.springer.com/chapter/10.1007/978-3-642-02196-1_8,No PDF available,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,10,No cite count available,https://doi.org/10.1007/978-3-642-02196-1_8,y
Energy Efficient Transaction Processing in Mobile Broadcast Environments,SangKeun Lee,2004,https://link.springer.com/chapter/10.1007/978-3-540-30204-9_28,No PDF available,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,23,1,https://doi.org/10.1007/978-3-540-30204-9_28,y
Electronic Commerce Payment Systems and Order Fulfillment,"Efraim Turban,    Judy Whiteside,    David King…",2017,https://link.springer.com/chapter/10.1007/978-3-319-50091-1_11,No PDF available,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,25,No cite count available,https://doi.org/10.1007/978-3-319-50091-1_11,n
Context-based Cooperation in Mobile Business Environments,Dipl.-Inf. Sonja Zaplata…,2009,https://link.springer.com/article/10.1007/s12599-009-0060-5,https://link.springer.com/content/pdf/10.1007%2Fs12599-009-0060-5.pdf,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,13,5,https://doi.org/10.1007/s12599-009-0060-5,n
COSMOS: A Context-Centric Access Control Middleware for Mobile Environments,"Paolo Bellavista,    Rebecca Montanari…",2003,https://link.springer.com/chapter/10.1007/978-3-540-39646-8_8,No PDF available,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,10,6,https://doi.org/10.1007/978-3-540-39646-8_8,n
A Mobile Database Sharing Protocol to Increase Data Availability in Mobile Environments,"Hien Nam Le,    Mads Nygård",2007,https://link.springer.com/chapter/10.1007/978-3-540-72909-9_5,No PDF available,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,11,No cite count available,https://doi.org/10.1007/978-3-540-72909-9_5,y
Improving Concurrency Control in Mobile Databases,"Anand Yendluri,    Wen-Chi Hou,    Chih-Fang Wang",2004,https://link.springer.com/chapter/10.1007/978-3-540-24571-1_58,No PDF available,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,13,No cite count available,https://doi.org/10.1007/978-3-540-24571-1_58,y
Security and Privacy Issues in Agent-Based Location-Aware Mobile Commerce,"Athanasios Karygiannis,    Emmanouil Antonakakis",2009,https://link.springer.com/chapter/10.1007/978-3-642-04879-1_21,No PDF available,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,10,No cite count available,https://doi.org/10.1007/978-3-642-04879-1_21,n
A distributed transaction model based on mobile agents,"Flávio Morais de Assis Silva,    Sven Krause",1997,https://link.springer.com/chapter/10.1007/3-540-62803-7_35,No PDF available,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,14,31,https://doi.org/10.1007/3-540-62803-7_35,y
Abstracts,No author available,2016,https://link.springer.com/article/10.1007/s12160-015-9766-4,https://link.springer.com/content/pdf/10.1007%2Fs12160-015-9766-4.pdf,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,391,9,https://doi.org/10.1007/s12160-015-9766-4,n
A CORBA-Based Transaction System for the Wireless Communication Environment,Tarcisio da Rocha…,2003,https://link.springer.com/chapter/10.1007/978-3-540-39964-3_93,No PDF available,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,18,No cite count available,https://doi.org/10.1007/978-3-540-39964-3_93,y
"Research Direction for Developing an Infrastructure for Mobile & Wireless Systems: Consensus Report of the NSF Workshop Held on October 15, 2001 in Scottsdale, Arizona","Birgitta König-Ries,    Kia Makki,    S.A.M. Makki…",2002,https://link.springer.com/chapter/10.1007/3-540-36257-6_1,No PDF available,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,16,No cite count available,https://doi.org/10.1007/3-540-36257-6_1,y
Dynamic Task-Based Anycasting in Mobile Ad Hoc Networks,"Prithwish Basu,    Wang Ke,    Thomas D.C. Little",2003,https://link.springer.com/article/10.1023/A%3A1025198129990,https://link.springer.com/content/pdf/10.1023%2FA%3A1025198129990.pdf,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,13,16,https://doi.org/10.1023/A:1025198129990,n
Poster Presentations,No author available,2009,https://link.springer.com/article/10.1007/s00259-009-1235-5,https://link.springer.com/content/pdf/10.1007%2Fs00259-009-1235-5.pdf,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,69,No cite count available,https://doi.org/10.1007/s00259-009-1235-5,n
Hardware Platforms for Third-Generation Mobile Terminals,"D. Bertozzi,    L. Benini",2008,https://link.springer.com/chapter/10.1007/978-3-540-79078-5_1,No PDF available,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,12,No cite count available,https://doi.org/10.1007/978-3-540-79078-5_1,n
Macmillan Dictionary of Information Technology,"Dennis Longley,    Michael Shain",1985,https://link.springer.com/chapter/10.1007/978-1-349-17801-8_1,https://link.springer.com/content/pdf/10.1007%2F978-1-349-17801-8_1.pdf,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,10,No cite count available,https://doi.org/10.1007/978-1-349-17801-8_1,n
Replication Requirements in Mobile Environments,"David Ratner,    Peter Reiher,    Gerald J. Popek…",2001,https://link.springer.com/article/10.1023/A%3A1011862121702,https://link.springer.com/content/pdf/10.1023%2FA%3A1011862121702.pdf,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,16,17,https://doi.org/10.1023/A:1011862121702,y
Mobile Agents for Ambient Intelligence,Ichiro Satoh,2005,https://link.springer.com/chapter/10.1007/11512073_14,https://link.springer.com/content/pdf/10.1007%2F11512073_14.pdf,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,11,4,https://doi.org/10.1007/11512073_14,n
Testbeds for WSNs,Hossam Mahmoud Ahmad Fahmy,2016,https://link.springer.com/chapter/10.1007/978-981-10-0412-4_5,https://link.springer.com/content/pdf/10.1007%2F978-981-10-0412-4_5.pdf,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,12,No cite count available,https://doi.org/10.1007/978-981-10-0412-4_5,n
Using the MOWAHS Characterisation Framework for Development of Mobile Work Applications,"Alf Inge Wang,    Carl-Fredrik Sørensen…",2005,https://link.springer.com/chapter/10.1007/11497455_12,https://link.springer.com/content/pdf/10.1007%2F11497455_12.pdf,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,10,No cite count available,https://doi.org/10.1007/11497455_12,n
"Mobile M2M communication architectures, upcoming challenges, applications, and future directions","Yasir Mehmood,    Carmelita Görg…",2015,https://link.springer.com/article/10.1186/s13638-015-0479-y,https://link.springer.com/content/pdf/10.1186%2Fs13638-015-0479-y.pdf,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,10,24,https://doi.org/10.1186/s13638-015-0479-y,y
Major Companies of the UNITED STATES OF AMERICA,"R. M. Whiteside,    A. Wilson,    S. Blackburn",1988,https://link.springer.com/chapter/10.1007/978-94-009-1297-7_1,No PDF available,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,24,No cite count available,https://doi.org/10.1007/978-94-009-1297-7_1,n
Disconnection Modes for Mobile Databases,"JoAnne Holliday,    Divyakant Agrawal,    Amr El Abbadi",2002,https://link.springer.com/article/10.1023/A%3A1015542723791,https://link.springer.com/content/pdf/10.1023%2FA%3A1015542723791.pdf,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,15,77,https://doi.org/10.1023/A:1015542723791,y
Introduction to Mobile Computing,"Tomasz Imielinski,    Henry F. Korth",1996,https://link.springer.com/chapter/10.1007/978-0-585-29603-6_1,No PDF available,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,69,388,https://doi.org/10.1007/978-0-585-29603-6_1,y
Towards Dynamic and Cooperative Multi-device Personal Computing,"Spyros Lalis,    Anthony Savidis,    Alexandros Karypidis…",2007,https://link.springer.com/chapter/10.1007/978-3-540-72727-9_9,No PDF available,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,12,No cite count available,https://doi.org/10.1007/978-3-540-72727-9_9,y
A Priority Heuristic Policy in Mobile Distributed Real-Time Database System,"Prakash Kumar Singh,    Udai Shanker",2018,https://link.springer.com/chapter/10.1007/978-981-10-8360-0_20,https://link.springer.com/content/pdf/10.1007%2F978-981-10-8360-0_20.pdf,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,12,No cite count available,https://doi.org/10.1007/978-981-10-8360-0_20,y
A transaction model and multiversion concurrency control for mobile database systems,"Sanjay Kumar Madria,    M. Baseer,    Vijay Kumar…",2007,https://link.springer.com/article/10.1007/s10619-007-7019-7,https://link.springer.com/content/pdf/10.1007%2Fs10619-007-7019-7.pdf,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,33,19,https://doi.org/10.1007/s10619-007-7019-7,y
The FUSE Platform: Supporting Ubiquitous Collaboration Within Diverse Mobile Environments,"Shahram Izadi,    Pedro Coutinho,    Tom Rodden,    Gareth Smith",2002,https://link.springer.com/article/10.1023/A%3A1014534414062,https://link.springer.com/content/pdf/10.1023%2FA%3A1014534414062.pdf,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,14,5,https://doi.org/10.1023/A:1014534414062,y
Policy-Driven Binding to Information Resources in Mobility-Enabled Scenarios,"Paolo Bellavista,    Antonio Corradi,    Rebecca Montanari…",2003,https://link.springer.com/chapter/10.1007/3-540-36389-0_15,No PDF available,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,15,2,https://doi.org/10.1007/3-540-36389-0_15,n
An Integrated Wireless Communication Platform for End-to-End and Automatic Wireless Vital Sign Capture Using Personal Smart Mobile Devices,"Quang-Dung Ho,    Tho Le-Ngoc",2015,https://link.springer.com/chapter/10.1007/978-3-319-12817-7_38,https://link.springer.com/content/pdf/10.1007%2F978-3-319-12817-7_38.pdf,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,10,No cite count available,https://doi.org/10.1007/978-3-319-12817-7_38,n
Object Organization on a Single Broadcast Channel in the Mobile Computing Environment,"Y.C. Chehadeh,    A.R. Hurson,    M. Kavehrad",1999,https://link.springer.com/article/10.1023/A%3A1009675130545,https://link.springer.com/content/pdf/10.1023%2FA%3A1009675130545.pdf,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,10,21,https://doi.org/10.1023/A:1009675130545,n
Real-Time Embedded Software Design for Mobile and Ubiquitous Systems,"Pao-Ann Hsiung,    Shang-Wei Lin,    Chin-Chieh Hung…",2007,https://link.springer.com/chapter/10.1007/978-3-540-77092-3_62,https://link.springer.com/content/pdf/10.1007%2F978-3-540-77092-3_62.pdf,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,14,No cite count available,https://doi.org/10.1007/978-3-540-77092-3_62,y
Mobile Technology and Security,Thomas Lerner,2013,https://link.springer.com/chapter/10.1007/978-3-658-03251-7_4,No PDF available,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,15,No cite count available,https://doi.org/10.1007/978-3-658-03251-7_4,n
Outdoor Distributed Computing with Split Smart Messages,"Nishkam Ravi,    Liviu Iftode",2007,https://link.springer.com/chapter/10.1007/978-3-540-71156-8_9,No PDF available,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,11,No cite count available,https://doi.org/10.1007/978-3-540-71156-8_9,n
World Directory of Robotics Research and Development Activities,Dr. Peter B. Scott,1986,https://link.springer.com/chapter/10.1007/978-94-011-9708-3_9,No PDF available,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,15,No cite count available,https://doi.org/10.1007/978-94-011-9708-3_9,n
SyD: A Middleware Testbed for Collaborative Applications over Small Heterogeneous Devices and Data Stores,"Sushil K. Prasad,    Vijay Madisetti,    Shamkant B. Navathe,    Raj Sunderraman…",2004,https://link.springer.com/chapter/10.1007/978-3-540-30229-2_19,https://link.springer.com/content/pdf/10.1007%2F978-3-540-30229-2_19.pdf,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,13,No cite count available,https://doi.org/10.1007/978-3-540-30229-2_19,n
The Development of Digital Computers,Morris F. Collen…,2015,https://link.springer.com/chapter/10.1007/978-1-4471-6732-7_1,No PDF available,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,12,No cite count available,https://doi.org/10.1007/978-1-4471-6732-7_1,n
Pervasive Computing,"Debashis Saha,    Amitava Mukherjee…",2003,https://link.springer.com/chapter/10.1007/978-1-4615-1143-4_1,No PDF available,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,16,No cite count available,https://doi.org/10.1007/978-1-4615-1143-4_1,n,abstract viewed
Mobile Biometrics,Julian Ashbourn,2014,https://link.springer.com/chapter/10.1007/978-3-319-04159-9_5,No PDF available,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,17,No cite count available,https://doi.org/10.1007/978-3-319-04159-9_5,n
Towards Mobile Information Systems,Juhani Iivari,2005,https://link.springer.com/chapter/10.1007/0-387-31166-1_18,https://link.springer.com/content/pdf/10.1007%2F0-387-31166-1_18.pdf,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,15,No cite count available,https://doi.org/10.1007/0-387-31166-1_18,y
Mobile Service Oriented Architectures (MOSOA),"Jilles van Gurp,    Anssi Karhinen,    Jan Bosch",2006,https://link.springer.com/chapter/10.1007/11773887_1,https://link.springer.com/content/pdf/10.1007%2F11773887_1.pdf,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,11,4,https://doi.org/10.1007/11773887_1,y
International Dictionary of Marketing and Communication,…,1987,https://link.springer.com/chapter/10.1007/978-1-4684-1523-0_1,No PDF available,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,12,No cite count available,https://doi.org/10.1007/978-1-4684-1523-0_1,n
Networked Surfaces: A New Concept in Mobile Networking,"James Scott,    Frank Hoffmann,    Mike Addlesee…",2002,https://link.springer.com/article/10.1023/A%3A1016539632660,https://link.springer.com/content/pdf/10.1023%2FA%3A1016539632660.pdf,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,11,16,https://doi.org/10.1023/A:1016539632660,n
An Introduction to Smart Cards and RFIDs,"Keith Mayes,    Konstantinos Markantonakis",2014,https://link.springer.com/chapter/10.1007/978-1-4614-7915-4_1,No PDF available,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,26,2,https://doi.org/10.1007/978-1-4614-7915-4_1,n
Security in Wireless Mobile and Sensor Networks,"Sajal K. Das,    Afrand Agah,    Kalyan Basu",2004,https://link.springer.com/chapter/10.1007/0-306-48642-3_18,No PDF available,portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv,SpringerLink,57,8,https://doi.org/10.1007/0-306-48642-3_18,n
